arm,step,set,position,raw_norm,constancy,base_constancy,excess_constancy,base_norm,n,split_half_floor,cos_halves
N1_halves,0,neutral,0,0.32442015409469604,,0.9593096971511841,,20.752077102661133,500,,
C,225,neutral,0,7.054919242858887,0.938094973564148,0.9593096971511841,-0.021214723587036133,20.752077102661133,500,0.11092910915613174,0.9998878836631775
A,150,neutral,0,0.18404169380664825,0.5248327255249023,0.9593096971511841,-0.43447697162628174,20.752077102661133,500,0.022200731560587883,0.9938648343086243
D,250,neutral,0,7.449749946594238,0.9414205551147461,0.9593096971511841,-0.01788914203643799,20.752077102661133,500,0.12655028700828552,0.9998952746391296
D_math_full,225,neutral,0,1.2261370420455933,0.912627637386322,0.9593096971511841,-0.04668205976486206,20.752077102661133,500,0.02676566317677498,0.9997652173042297
D_math,225,neutral,0,0.47239843010902405,0.8077824711799622,0.9593096971511841,-0.15152722597122192,20.752077102661133,500,0.02384782023727894,0.9987266659736633
B,150,neutral,0,0.11421597003936768,0.30118894577026367,0.9593096971511841,-0.6581207513809204,20.752077102661133,500,0.016069499775767326,0.9905322790145874
N3,0,neutral,0,0.06661699712276459,0.16257178783416748,0.9593096971511841,-0.7967379093170166,20.752077102661133,500,0.009564190171658993,0.9897734522819519
N1_halves,0,neutral,1,0.7467716336250305,,0.4127209782600403,,12.545119285583496,500,,
C,225,neutral,1,3.488133430480957,0.2744103968143463,0.4127209782600403,-0.13831058144569397,12.545119285583496,500,0.4348219335079193,0.9922605156898499
A,150,neutral,1,0.20970074832439423,0.2582438588142395,0.4127209782600403,-0.15447711944580078,12.545119285583496,500,0.02938399463891983,0.9929803013801575
D,250,neutral,1,3.1506049633026123,0.277177631855011,0.4127209782600403,-0.1355433464050293,12.545119285583496,500,0.40043899416923523,0.9919968843460083
D_math_full,225,neutral,1,1.1991477012634277,0.2490159124135971,0.4127209782600403,-0.16370506584644318,12.545119285583496,500,0.1442278027534485,0.9961628317832947
D_math,225,neutral,1,0.3887679874897003,0.18712149560451508,0.4127209782600403,-0.2255994826555252,12.545119285583496,500,0.05703582242131233,0.9925024509429932
B,150,neutral,1,0.09403723478317261,0.17394407093524933,0.4127209782600403,-0.23877690732479095,12.545119285583496,500,0.016926255077123642,0.9842479825019836
N3,0,neutral,1,0.045775894075632095,0.07146395742893219,0.4127209782600403,-0.3412570208311081,12.545119285583496,500,0.013410886749625206,0.9636442065238953
N1_halves,0,neutral,2,0.7441717982292175,,0.3255348801612854,,12.172066688537598,500,,
